gameId|name|releaseDate|userRating|criticRating|description|imageLink|lastUpdate
1490|E'Silent Hunter III'|E'2005-03-15'|7.8|90|E'Command the cunning and deadly U-boats of the North Atlantic and experience the tension-filled atmosphere of a WWII submarine movie. The king of submarine simulations returns with an all-new 3D game engine, new crew-command features, and more realistic action than ever before. The game includes a career campaign, patrols that have both single and historical missions, a mission editor, and a multiplayer feature. Whether its stalking destroyers or hiding from depth charges, players will experience their own personal war story. The spectacular graphics, multiplayer options, and suspenseful gameplay combine to create the most impressive submarine simulation ever. [Ubisoft]'|E'https://static.metacritic.com/images/products/games/5/c980bf619223799550226ab4deaa5d9a-98.jpg'|E'2020-11-29 22:10:41'
1491|E'Sid Meier''s Civilization V'|E'2010-09-21'|8.0|90|E'With over nine million units sold worldwide, and unprecedented critical acclaim from fans and press around the world, Sid Meier''s Civilization is recognized as one of the greatest strategy franchises of all-time. Now, Firaxis Games will take this incredibly fun and addictive strategy game to unprecedented heights by adding new ways to play and win; new tools to manage and expand your civilization; extensive modding capabilities; and intensely competitive multiplayer options. Civilization V will come to life in a beautifully detailed, living world that will elevate the gameplay experience to a whole new level making it a must-have for gamers around the globe!'|E'https://static.metacritic.com/images/products/games/5/9f2b3adb38e3d029f63d2f29561b0788-98.jpg'|E'2020-11-29 22:10:41'
1492|E'Falcon 4.0: Allied Force'|E'2005-06-28'|7.8|90|E'Pilot three different variants of the F-16 Fighting Falcon -- the best multi-role fighter ever built -- including Block 40, Block 50/52 and MLU variants. Ultra-high fidelity physics modeling closely simulates actual aircraft performance. Engage the enemy in two operational theaters -- Korea and the Balkans -- each covering over a million square Kilometers of territory. Dogfight over a wide variety of landscapes: wide seas, open grasslands, dense forests and snow capped mountains. Fly nap-of-earth missions through detailed terrain and undulating valleys. Launch a variety of air-to-air missiles like the AIM-120 AMRAAM and AIM-9 Sidewinder. Deploy a vast array of air-to-ground weaponry including the AGM-65 Maverick, AGM-88 HARM, cluster bombs, slick and high drag bombs and laser guided ordnance. Weapon systems are simulated using the most accurate publicly available specifications. Simulate an entire war with the most advanced dynamic campaign engine ever made for your PC. This remarkable feature presides over tens of thousands of vehicles: air, land and sea. No two missions ever fly the same! [Graphsim]'|E'https://static.metacritic.com/images/products/games/5/1023bfa746ba984a15a12799339768bc-98.jpg'|E'2020-11-29 22:10:41'
1493|E'Flight Simulator 2002'|E'2001-10-19'|7.3|90|E'Great Graphics and Realism! Great aircraft detail! The Learn to fly segment in which you earn your "pilots license" is very well thought out. Uses the actual radio frequencies of my local airports!'|E'https://static.metacritic.com/images/products/games/5/ca3b7fa49447d8d76b0381196e75df21-98.jpg'|E'2020-11-29 22:10:41'
1494|E'Dota 2'|E'2013-07-09'|6.5|90|E'Le duela a quien le duela. Le pese a quien le pese. El mejor MOBA de la Historia que nunca ser superado. Una obra maestra de Valve.'|E'https://static.metacritic.com/images/products/games/6/50358b9688f34a4042f90ea71a35f4c1-98.jpg'|E'2020-11-29 22:10:41'
1495|E'Guild Wars 2'|E'2012-08-28'|8.1|90|E'Guild Wars 2 draws from the game mechanics that made the original Guild Wars one of the most popular online games and adds a fully persistent world. Like its predecessors, Guild Wars 2 does not have a subscription fee. Guild Wars Eye of the North provide a Hall of Monuments where players'' accomplishments are memorialized and eventually inherited by their Guild Wars 2 characters, unlocking exclusive items and bonuses in Guild Wars 2. [NCsoft]'|E'https://static.metacritic.com/images/products/games/2/1e138fb6678dee79be52ac9dee97788c-98.jpg'|E'2020-11-29 22:10:41'
1496|E'Freedom Force'|E'2002-03-24'|7.7|90|E'From a distant corner of the galaxy, an evil alien race sets in motion a sinister plan to conquer the Earth. They unleash a powerful catalyst - Energy X - that imbues the planet''s worst miscreants with super-powers to bring the planet to its knees. Now Earth''s only hope lies with a new breed of heroes... The Freedom Force! Command a squad of comic book heroes in the defense of Patriot City. Choose from over a dozen heroes or create your own comic champions. Fight for freedom in over 20 action-packed missions. Restore order in a completely interactive 3D world. Take your heroes online and join the fight in multiplayer mode. [Electronic Arts]'|E'https://static.metacritic.com/images/products/games/2/489cb3d65cf9cafe13fd36c34d1ac2fb-98.jpg'|E'2020-11-29 22:10:41'
1497|E'Linelight'|E'2017-01-30'|8.0|90|E'Beautiful and intelligent simplicity. I would like if Metacritic would allow me to just write those four words but unfortunately I need to write some more so that''s what I''ll do. This game is special. Give it a try.'|E'https://static.metacritic.com/images/products/games/9/d78e8d75ff7ab82ebbf97f9c633d9181-98.jpg'|E'2020-11-29 22:10:41'
1498|E'Into the Breach'|E'2018-02-27'|7.8|90|E'I don''t get people who say that the game is short, easy, lacking in content, etc.'|E'https://static.metacritic.com/images/products/games/6/baf3e9c18cf0c657a299ac5b665c7ff4-98.jpg'|E'2020-11-29 22:10:41'
1499|E'GTR 2'|E'2006-09-29'|8.6|90|E'Extending the ground-breaking physics engine found in GTR, GTR 2 takes the thrill of driving to new heights. GTR 2, which is the official simulation of the FIA GT championship, features more than 140 high detailed cars and 34 different track-layouts in a hyper realistic racing world with breathtaking real-world-like effects. With a revolutionary Driving School Mode, GTR 2 will teach everybody how to become a real race driver. [10Tacle Studios]'|E'https://static.metacritic.com/images/products/games/7/4a7f9ae805d583d736ed76ec1e7f8631-98.jpg'|E'2020-11-29 22:10:41'
1500|E'Total War: Shogun 2'|E'2011-03-15'|8.4|90|E'Shogun 2 is the ultimate refinement of the original formula with a new, cutting-edge AI, more polish and online functionality than ever before. The result is the perfect mix of real-time and turn-based strategy gaming that invites both veterans of Total War and new players to experience the enjoyment and depth of the series.'|E'https://static.metacritic.com/images/products/games/9/ff7021fc576aea5718c9bd1c1cc9796d-98.jpg'|E'2020-11-29 22:10:41'
1501|E'Empire: Total War'|E'2009-03-03'|7.0|90|E'Empire: Total War is set in the 18th century, a turbulent era that is the most requested by Total Wars loyal fan base and a period alive with global conflict, revolutionary fervour and technological advances. The game features themes such as the Industrial Revolution, America''s struggle for independence, the race to control Eastern trade routes and the globalisation of war on land and sea. Empire: Total War sees the debut of 3D naval combat within the Total War franchise. PC Gamers intuitively command vast fleets or single ships upon seascapes rich with extraordinary water and weather effects that play a huge role in your eventual glorious success or ignominious defeat. After pummelling your enemy with cannon fire, close in to grapple their ship and prepare to board taking control your men as they fight hand to hand on the decks. Empire: Total War also sees further enhancements to the Total War series signature 3D battles and turn based campaign map. Real time battles pose new challenges with the addition of cannon and musket, challenging players to master new formations and tactics as a result of the increasing role of gunpowder within warfare. And the Campaign Map  for many the heart of Total War  will see new improved systems for Trade, Diplomacy and Espionage with agents, a refined and streamlined UI, improved Advisors and extended scope taking in the riches of India, the turbulence of Europe and the untapped potential of North America. [Sega]'|E'https://static.metacritic.com/images/products/games/4/a64e984acd2bb92f4ea95747fba08bd3-98.jpg'|E'2020-11-29 22:10:41'
1502|E'Command & Conquer: Red Alert'|E'1996-10-31'|8.8|90|E'Surrender is not an option. Dark experiments have permanently altered time. Or have they? Now, Soviet tanks crush city after city while Allied cruisers shell bases. Spies lurk, land mines wait, and strange new technologies aid both sides in their struggle for ultimate control.Command & Conquer: Red Alert gives you the opportunity to be more devious, cunning and ruthless than ever before. Easy to play and highly addictive, Red Alert puts the fate of the world in your hands! [Westwood]'|E'https://static.metacritic.com/images/products/games/6/5137bae796a21efbd8bbf120b5d2decb-98.jpg'|E'2020-11-29 22:10:41'
1503|E'Kentucky Route Zero - Act IV'|E'2016-07-20'|6.3|90|E'I don''t review games but this game deserves it.This has been the most amazing game experience i''ve ever had.If David Fincher made a game this would be it.'|E'https://static.metacritic.com/images/products/games/3/d719c47528255c6b77b78effd5b12372-98.jpg'|E'2020-11-29 22:10:41'
1504|E'Star Wars Jedi Knight II: Jedi Outcast'|E'2002-03-26'|8.7|89|E'Several years have passed since Kyle Katarn avenged his father''s death and saved the Valley of the Jedi from Jerec and his band of Dark Jedi. Allowing his Force powers to languish for fear of falling to the Dark side, Kyle set aside his lightsaber, vowing never to use it again. But when a new and menacing threat to the galaxy emerges, Kyle knows he must reclaim his past in order to save his future. Players assume the role of Kyle as they employ a unique mix of weapons, Force powers and your lightsaber in both single- and multiplayer modes of first-person action. [LucasArts]'|E'https://static.metacritic.com/images/products/games/98w-game.jpg'|E'2020-11-29 22:10:41'
1505|E'Age of Mythology'|E'2002-11-01'|8.9|89|E'Age of Mythology transports players to a time when heroes did battle with monsters of legend and the gods intervened in the affairs of mortal men. Players wage war using human armies and diplomacy, progress through development ages, enhance military and economic performance with improvements, and manage economics through resource gathering and trade. Mythology enters the mix when players call upon the gods to act on their behalf or reinforce their armies with more than 20 mythological creatures. Ensemble Studios'' new 3D engine adds a deep richness of graphical detail and creates a unique new title based on the ancient cultural history of the Greek, Norse, and Egyptian cultures, which are divided into nine detailed civilizations. [Microsoft]'|E'https://static.metacritic.com/images/products/games/9/a876d04d14e624d1c5c6429d674084f5-98.jpg'|E'2020-11-29 22:10:41'
1506|E'Sacrifice'|E'2000-11-05'|8.7|89|E'With an impressive story, phenomenal and unique gameplay, Sacrifice is easily one of the best and most underrated games of all time.'|E'https://static.metacritic.com/images/products/games/9/2b097f451b3ad253d739f5e51c229bfc-98.jpg'|E'2020-11-29 22:10:41'
1507|E'Pillars of Eternity'|E'2015-03-26'|8.3|89|E'Eternity aims to recapture the magic, imagination, depth, and nostalgia of classic RPG''s that Obsidian enjoyed making - and playing. Eternity takes the central hero, memorable companions and the epic exploration of Baldurs Gate, adds in the fun, intense combat and dungeon diving of Icewind Dale, and ties it all together with the emotional writing and mature thematic exploration of Planescape: Torment. Choose to play as one of the six playable races: Human, Aumaua, Dwarf, Elf, Godlike, and Orlan. Whether you''re playing a stout Dwarf, a towering Aumaua, or one of the otherworldly Godlike, Eternity''s plethora of playable races scratch every role-playing itch you may have and allow for deep character customization. [Obsidian]'|E'https://static.metacritic.com/images/products/games/7/d2b7b0524b11a97fed7ee051ac34a046-98.jpg'|E'2020-11-29 22:10:41'
1508|E'The Elder Scrolls III: Morrowind'|E'2002-05-01'|8.9|89|E'An epic, open-ended single-player game where you create and play any kind of character you can imagine. Be the noble hero embarking on an epic quest, or an insidious thief rising to leadership of his guild. Be a malevolent sorcerer developing the ultimate spell of destruction, or a reverent healer searching for the cure to a plague. Your actions define your character, and your gameplay changes and evolves in response to your actions. Confront the assassins'' guild, and they take out a contract on you. Impress them, and they try to recruit you instead. No two sagas are the same in the world of Morrowind. [Bethesda Softworks]'|E'https://static.metacritic.com/images/products/games/0/04fe3548574c9162a46ac4ff5f428862-98.jpg'|E'2020-11-29 22:10:41'
1509|E'Fallout'|E'1997-10-09'|8.8|89|E'Set in the aftermath of a world-wide nuclear war, Fallout will challenge you to survive in an unknown and dangerous world. You will take the role of a Vault-dweller, a person who has grown up in a secluded, underground survival Vault. Circumstances arise that force you to go Outside -- to a strange world 80 years after the end of the modern civilization. A world of mutants, radiation, gangs and violence. Your immediate task is to find a replacement for the broken water purification controller chip. Without that chip, your fellow Vault dwellers are doomed to dehydration or be forced to leave the safety of the Vault for the Outside. [Interplay]'|E'https://static.metacritic.com/images/products/games/3/ce84a8789501e0ab0c259ac072446267-98.jpg'|E'2020-11-29 22:10:41'
1510|E'World Soccer Winning Eleven 9'|E'2006-04-28'|8.2|89|E'Arsenal''s Thierry Henry and Chelsea''s John Terry stare out from the box of Pro Evolution Soccer 5, both men at the top of their game in the Premiership, and both are die-hard fans of the PES series. The retuned controls in the 2005 edition give players more control over weighted passes, one-twos, and so on. This ties in with the improved animation, which not only looks more realistic, but requires you to time kicks and shots perfectly for maximum power - you''re more likely to scuff the ball and make weak, inaccurate shots if you attempt to play them while off balance or out of step. In order for you to enjoy the full benefit of the updated controls, Training Mode is extended - rewarding efforts with points used to unlock secrets within the game. The new licensed clubs are all meticulously detailed, including the authentic representation of names and numbers on their backs. Increased detail in all players has been transferred to the Player Design mode, which has been hugely expanded to include more factors determining skill and ability. Master League, in which you guide a lowly team to glory, now allows player-managers to monitor individual players and see when their health declines and includes European teams. In all games, weather conditions can be set to ''variable'', leading to patchy rain or snow. The new weather conditions further enhance the realism and unpredictable nature of PES matches. Rain or shine, PES 5 will be the greatest console football you''ve ever experienced. [Konami Europe]'|E'https://static.metacritic.com/images/products/games/1/21c196e85b9755d7010a2a980c87f663-98.jpg'|E'2020-11-29 22:10:41'
1511|E'Worldwide Soccer Manager 2005'|E'2004-12-07'|8.3|89|E'(Also known as "WorldWide Soccer Manager 2005")  Sports Interactive have crafted a superbly detailed masterpiece in Football Manager 2005. Manager Mind games: With Football Manager, mind games can play a key part in every game. Put your fellow managers under the strain with a few white lies and then turn the screw with a damning criticism of your rivals title chances. Just be wary of reaction and retaliation! Agents:  Slicked back hair, mobile phones and a bad cockney accent! Bring on the agents - attempting to whittle you out of a few more million on a possible signing. You just have to decide whether theyre trying to flog you the next big thing or a complete donkey. The Back Room Boys:  If you dont want to don the tracksuit and sweat it out on the training field, then why not hire some help? From assistant managers to the best physios, theyll do the legwork and keep you informed on your players, helping you sort the men from the boys. The Big Match: Tired of watching players use the same old moves that couldnt take the ball round a lamppost?  Football Manager 2005 has 30 extra fields for player data including preferred moves, allowing you to witness your stars perform their signature tricks. With feedback from the fans, Sports Interactive have further refined their award winning games engine to give you what you want from a management game. Football Today: Still have Smith playing for Leeds? Thats SO last season! With more leagues, players and championships than any other football management sim, Football Manager 2005 will also have the latest squads and transfers right up to the end of the summer transfer window, guaranteeing youll be on the ball. [Sports Interactive]'|E'https://static.metacritic.com/images/products/games/4/033091d6a36d375dac8f75a5df2218a4-98.jpg'|E'2020-11-29 22:10:41'
1512|E'There is no game : Wrong dimension'|E'2020-08-06'|8.9|89|E'    ,    .    ,    .    ,   ,   ,  '|E'https://static.metacritic.com/images/products/games/4/ab91c1f09289d78826ff5cfd0856412d-98.jpg'|E'2020-11-29 22:10:41'
1513|E'NASCAR Racing 2002 Season'|E'2002-02-14'|5.4|89|E'Race Against Jeff Gordon, Kevin Harvick, Dale Earnhardt Jr., Dale Jarrett, and more in the 2002 Season! Get behind the wheel of a 750 horsepower stock car and battle for the championship on real-life tracks. Get under the hood to fine-tune your car or just jump in and race against the best in Arcade Mode. Feel car vibrations, hear the roar of the engines, and sweat it out racing fender to fender at 180 miles per hour. [Sierra]'|E'https://static.metacritic.com/images/products/games/5/4558649259b7f59b7bd11de339f32cb2-98.jpg'|E'2020-11-29 22:10:41'
1514|E'Shovel Knight: Plague of Shadows'|E'2015-09-17'|8.3|89|E'Shovel Knight: Plague of Shadows is a free expansion for Shovel Knight, a sweeping classic action adventure game that won over 70 Game of the Year Awards in 2014. You play as Plague Knight, the villainous master of alchemy, in a quest all his own. Using his maniacal scientific mind, Plague Knight is seeking to concoct Serum Supernus, the Ultimate Potion. However, to retrieve these ingredients, he must extract them from his former allies the villainous knights of the Order of No Quarter! World class platforming, music, storytelling, and art all return in Shovel Knight: Plague of Shadows; an explosive quest with a new play style, new story, new bosses, and more!'|E'https://static.metacritic.com/images/products/games/98w-game.jpg'|E'2020-11-29 22:10:41'
1515|E'Homeworld: Cataclysm'|E'2000-09-07'|8.8|89|E'The shocking truth that so many people would never really want to consider here, is that Cataclysm is not only a fantastic sequel, but hands down- the best game in the series.  What we can immediately pull away from the amazing presentation is the knowledge that a very intelligent developer named "Barking Dog Studios" saw the potential for the series and worked very hard to make it a better experience all around.  If anyone hasn''t played Homeworld in a while, you''ll remember that it had a fantastically executed story held back just a smidge by occasionally buggy fleet A.I., a killer difficulty curve after the 3rd mission, an almost unfair amount of frustration at times, and of course some cumbersome interface quirks.  This has really all been cleared up by Barking Dog, since not only have they patched and filled some of the irksome frustrations of the interface, but they''ve completely cleaned up the issue with unit balance as well.  Incorporating a unit cap was an incredibly good idea, it adds quite a bit more strategy in when you choose to build your units.  Though this was frowned upon as an overall game-changing mechanic, I thought it made unit preservation that much more important.  And with how much faster paced Cataclysm is compared to its predecessor- it makes a good deal of sense to implement that feature.  Without getting too much into the story, the actual flow of combat is what really drove me to enjoy this game over and over again.  The back and forth of the main factions in game are nothing short of nerve-racking.  Slowly preparing a fleet to do battle with a foe that can reverse your technology and assimilates your ships is terrifying and incredibly interesting.  Working out the balance of your fleet, researching new ways to counter your borg-like foe are all part of the campaign as well as the skirmish modes.  To mention briefly the sound design is nothing short of brilliant, its much more engaging than the original game, though some of the voice work does sound a little goofy initially, overall its very well implemented as well.  The atmospheric soundtrack is back, and though it doesn''t feature anything that standouts as well as the first game, it is still very good.  The games engine itself was starting to see some gray hairs unfortunately, so of course it was polished as well as it could be for 2000.  Between the much more involved story line, the pacing of various space battle, the more efficient research and harvesting system- the game easily outdoes 1999''s origin tale.  If not by design alone, it certainly features a much more engaging plot that really goes all out in conveying the urgency of stopping your mistake that was born from foolish ignorance.  If you have always wondered what the best "sequel" was, this is it, this is the actual "Homeworld 2" and their is really nothing like it inside the real time strategy genre.'|E'https://static.metacritic.com/images/products/games/3/ea96590b4f81b762621fbb8606462310-98.jpg'|E'2020-11-29 22:10:41'
1516|E'Combat Mission: Barbarossa to Berlin'|E'2002-10-29'|7.7|89|E'CMBB is the sequel to the award winning "Combat Mission: Beyond Overlord" game. CMBB is a 1 or 2 player, hybrid turn-based/realtime 3D simulation of WWII tactical warfare on the Eastern Front, from June 1941 through May 1945. It combines unparalleled game depth, stunning graphics and sound with a proven and easy to use interface in a true 3D environment. [Battlefront.com]'|E'https://static.metacritic.com/images/products/games/7/25ecc2c41972740fe32e8c81beee5796-98.jpg'|E'2020-11-29 22:10:41'
1517|E'Guild Wars'|E'2005-04-26'|8.3|89|E'Guild Wars takes the best elements of today''s massively multiplayer online games and combines them with a new mission-based design that eliminates the tedium of those games. You can meet new friends in towns or outposts, form a party, and then go tackle a quest together. Your party always has its own unique copy of the quest map, so camping, kill-stealing, and long lines to complete quests are all things of the past. Within a quest you have unprecedented freedom and power to manipulate the world around you: your magic can build bridges and open up new pathways, or it can burn down forests and tear the ground asunder. You don''t have to spend countless hours on a leveling treadmill to get to the interesting parts of the game, because combat is designed to be strategically interesting and challenging right from the beginning. You don''t have to spend hours running around the world to prepare for a quest, because Guild Wars allows you to instantly travel to the beginning of any quest that you''ve previously unlocked. You''ll never spend days playing only to discover that choices you made early on have left you with a permanently uncompetitive character, because the unique skill system in Guild Wars allows infinite experimentation but doesn''t allow bad decisions to ruin a character. And you''ll never meet new players only to discover that you can''t play with them or compete against them because their characters are on a different server than yours; in Guild Wars, all characters live in one seamless world. [NCsoft]'|E'https://static.metacritic.com/images/products/games/3/eaa3a13b4d572bb4ebc633528b41b4ee-98.jpg'|E'2020-11-29 22:10:41'
1518|E'Max Payne'|E'2001-07-23'|9.1|89|E'A story-driven third-person shooter with a realistic weapon setup including over a dozen real-life guns, all fitting the crime-story setting like a bullet in the head. The action is surrounded with more than 80 hand-painted comic-screens that enhance the game''s gritty atmosphere and attitude, introduce the game''s murderous cast of characters, and carry the plot from one location to the next.  [Gathering of Developers]'|E'https://static.metacritic.com/images/products/games/4/3e5d0af3f77db06317f9b81f00475ed7-98.jpg'|E'2020-11-29 22:10:41'
1519|E'World in Conflict'|E'2007-09-18'|8.1|89|E'War is Coming Home. West Germany, 1989. To avoid certain collapse, the Soviet army boldly advances into Europe. NATO responds only to be met on a second front -- a diversionary attack on the American homeland. You are a field commander, leading the eras most powerful military machines in the campaign to retake Americas cities and suburbs. Superpowered Warfare - Unleash the arsenals of the great military superpowers in the gripping single-player story created by best-selling author and Cold War authority, Larry Bond. MassTech Engine - The latest version of Massives proprietary engine allows for a full 360 range of camera control, allowing you to get right down into the midst of battle. Demolish Everything - Destroy every object in the game  crush cars, destroy buildings, burn forests! Drop-in Multiplayer - Join on-going games and immediately help your team take control of the map. [Sierra]'|E'https://static.metacritic.com/images/products/games/0/76a78ae4364aaa34d01b00d6cbd1b359-98.jpg'|E'2020-11-29 22:10:41'
1520|E'Out of the Park Baseball 15'|E'2014-04-21'|7.2|89|E'In OOTP 15 you guide your team to glory. Set up your roster, trade players, draft the next superstar, negotiate with free agents, discover talent in the rule-5 draft, keep an eye on your minor leaguers, scout foreign countries or other leagues, it''s all here. On top of the GM features, OOTP sports a great baseball simulation engine with stunning statistical accuracy and extensive play-by-play. It is widely regarded as the most realistic baseball game available, by far! You call all the shots from the dugout and see the game unfold before your eyes.'|E'https://static.metacritic.com/images/products/games/0/399fc56221669e8ba696ad48f161b10d-98.jpg'|E'2020-11-29 22:10:41'
1521|E'Star Control 3'|E'1996-08-31'|5.2|89|E'Star Control 3 takes the traditional build-an-interstellar-empire theme and bonds it to an adventure/mystery plot. It seems that the fabric of space is breaking down, Hyper Space (faster than light) drives no longer work, and there are signs of impending galactic Armageddon. Players are given command of the only remaining spacecraft capable of interstellar travel and, along with a smorgasbord of aliens that make up the League of Sentient Beings, are sent to the unexplored Kessari Quadrant to fix space and ward off doomsday. [SciFi Weekly]'|E'https://static.metacritic.com/images/products/games/6/62e359aae2864937062000106f405380-98.jpg'|E'2020-11-29 22:10:41'
1522|E'Korsun Pocket'|E'2003-07-31'|6.8|89|E'Korsun Pocket is the long awaited sequel to "The Ardennes Offensive" in the Decisive Battles system. The game uses a greatly improved version of the Ardennes Offensive engine to recreate the desperate German attempt to escape encirclement on the Russian Front early in 1944. The battle is a tense and exciting struggle, with neither side having a decisive advantage, as the Russians struggle to form the pocket, then try to resist successive German rescue efforts and last ditch attempts at breakout. [SSG]'|E'https://static.metacritic.com/images/products/games/9/6ff221a183cec53e5695386aeff03a2c-98.jpg'|E'2020-11-29 22:10:41'
1523|E'NASCAR Racing 4'|E'2001-02-06'|7.4|89|E'OK - So I gave nr2003 another shot. turns out all you need is a really good setup and know how to turn on ''stability''. The sim is pretty realistic.  N4 - I still hold hte same thoughts - easy to get behind the seat and race with but with the sierra board closed, multiplayer is only done by IP.  For more info on NR03, websearch: N4Nites'|E'https://static.metacritic.com/images/products/games/2/33cc0efa22c3201dfd477ee49f242e3c-98.jpg'|E'2020-11-29 22:10:41'
1524|E'Far Cry'|E'2004-03-23'|8.0|89|E'A tropical paradise seethes with hidden evil in Far Cry, a cunningly detailed action shooter that pushes the boundaries of combat to shocking new levels. Freelance mariner Jack Carver is cursing the day he ever came to this island. A week ago, a brash female reporter named Valerie had offered him an incredible sum of cash to take her to this unspoiled paradise. Shortly after docking, however, Jack''s boat was greeted by artillery fire from a mysterious militia group swarming about the island. With his boat destroyed, his money gone, and the gorgeous Valerie suddenly missing, Jack now finds himself facing an army of mercenaries amidst the wilds of the island, with nothing but a gun and his wits to survive. But the further he pushes into the lush jungle canopy, the stranger things become. [Ubi Soft]'|E'https://static.metacritic.com/images/products/games/0/741519e09a15d2ed57a218c815e29dcb-98.jpg'|E'2020-11-29 22:10:41'
1525|E'Lone Echo'|E'2017-07-20'|7.9|89|E'One of the first VR titles to really get everything right - graphics/visuals, story, movement mechanics, and engaging game-play.  Actually two games in one!  An engaging single player space adventure and a great multiplayer zero-g "Ender''s Game" like battle arena e-sport game.  Kudos to the developer!  They really nailed it, especially the feeling of playing in a zero G environment without the nausea.  it is games like this that will really help drive VR sales as once you''ve had a taste of this kind of immersion in VR gaming, you''ll never want to go back to a flat monitor ever again!'|E'https://static.metacritic.com/images/products/games/5/c5da8bcb3e89c6ffe39c9eef885f9ece-98.jpg'|E'2020-11-29 22:10:41'
1526|E'Rise of Nations'|E'2003-05-20'|8.8|89|E'Dominate 6,000 years of history from the Ancient Age to the Information Age. Which forces will you deploy to lead your nation to global prominence? Trade, espionage, diplomacy?war? Whichever path you choose, you?ll experience the pulse pounding thrill and speed of real-time gaming combined with the epic scope and depth of turn-based strategy games ? brought together for the first time ever in Rise of Nations. Rise of Nations is a new historical real time strategy game from Big Huge Games'' Brian Reynolds, designer of PC game classics such as "Civilization 2" and "Alpha Centauri." In Rise of Nations, you''ll create new cities, improve city infrastructures and expand national borders. Conquer foes through military might using everything from sling-shots to cannons to stealth bombers to nuclear weapons; corner the market on key commodities and consolidate power under your rule; wheel and deal across time with history''s eminent cultures. [Microsoft]'|E'https://static.metacritic.com/images/products/games/1/6d19717fe33cabacf85ca4850acc8177-98.jpg'|E'2020-11-29 22:10:41'
1527|E'Descent 3'|E'2000-06-14'|7.7|89|E'Descent 2 ended with you drifting helplessly in deep space. Just as your life support begins to fail, you are miraculously rescued by a group of renegade researchers. Soon after, the researchers confide that a Dr. Swietzer has been secretly developing the deadly robot virus you''ve encountered in the mines. Upon agreeing to help the researchers locate Swietzer, you learn that Dravis, the corporate executive who contracted you, not only is working with Swietzer, but intentionally sabotaged your warp drive, leaving you stranded in the depths of space. Rejuvenated with a desire for revenge, you focus your search for Swietzer, and eagerly await your next meeting with Dravis. The gut-wrenching Descent saga continues with more pulse-pounding action than ever before. Dive into massive subterranean strongholds and experience a whole new degree of freedom powered by the all-new Fusion engine. Test your piloting skills against an army of assault-bots using an extensive arsenal of firepower. Prepare yourself for an explosive new 3D action-experience that will turn your world INSIDE-OUT! [Interplay]'|E'https://static.metacritic.com/images/products/games/3/a740b15e006b6c8adf346be2c6a92866-98.jpg'|E'2020-11-29 22:10:41'
1528|E'The Curse of Monkey Island'|E'1997-10-31'|9.0|89|E'Quick - what has dozens of monkeys, ghost pirates galore and more insults than a cranky parrot? Why, The Curse of Monkey Island, of course! In this highly anticipated third installment to LucasArts'' popular Monkey Island series of graphic adventures, Guybrush Threepwood once again takes up dull blade and rapier wit against the nefarious demon-pirate LeChuck. In Curse, Guybrush must save his one true love, Elaine Marley, from being turned into the evil pirate''s zombie bride. But, hoping to marry Elaine himself, Guybrush unknowingly slips a cursed ring onto her finger that transforms her into a gold statue. He must then find a way to change Elaine back to her beautiful self and stop LeChuck from carrying out his sinister plans. Aye, ''tis a rollicking piratey adventure that''s sure to challenge the mind and shiver a few timbers! [LucasArts]'|E'https://static.metacritic.com/images/products/games/6/339bad3b25e6a140947ed2009ac95522-98.jpg'|E'2020-11-29 22:10:41'
1529|E'NASCAR Racing 2003 Season'|E'2003-02-14'|7.6|89|E'Battle your way to the lead pack in the most immersive racing game of the season! Go bumper-to-bumper against all of your 2003 NASCAR favorites on all 23 real-life tracks, or draft to gain speed and blow right past them at 200 mph. Take the checkered flag and experience the thrill that only NASCAR can deliver. [Sierra]'|E'https://static.metacritic.com/images/products/games/9/58f5397d20e8823536ddf826e6078607-98.jpg'|E'2020-11-29 22:10:41'
1530|E'Descent II'|E'1996-02-29'|8.7|89|E'If you aren''t afraid of the dark, you should be! Can you handle the mind-blasting rush into all-new 360-degree 3D worlds of darkness?? The sequel to the mind-blowing original is here! New features make Descent II the most challenging game yet! In the full version of D2, you''ll experience: Guide-Bot - Your own handy side-kick. Thief-Bot - Steals weapons and power-ups from your ship. Headlights you can turn on and off. Afterburners to increase your speed. Missile Cam and Guide-Bot Cam. Enhanced lighting. Flowing water and lava. Helix Cannon, Phoenix Cannon, Smart Mines. Energy to Shield converter. New network play features. More complex levels. Hidden doors and rooms. [Interplay]'|E'https://static.metacritic.com/images/products/games/0/74c6db64307d53a67e142505a2fd49fc-98.jpg'|E'2020-11-29 22:10:41'
